show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
4042,movie,Urban Legends 452,,"Actor 427, Actor 722",France,03-05-2016,2013.0,TV-MA,133 min,Sci-Fi,
4043,tv show,Ocean Secrets 1230,,"Actor 204, Actor 875",,23-12-2022,1992.0,PG,,Action,An emotional journey about life and relationships.
4044,tv show,Secret Files 1407,Director 471,Actor 816,Australia,"October 29, 2025",,TV-14,40 min,Comedy,An emotional journey about life and relationships.
4045,Movie,Secret Files 1599,,,UK,08/31/2019,2025.0,R,147 min,Romance,An emotional journey about life and relationships.
4046,Movie,Urban Legends 1243,Dir. 500,Actor 157,Australia,,,NR,11 Seasons,Action,A gripping action story full of twists.
4047,tv show,Ocean Secrets 580,,,United States,2019-09-07,2021.0,NR,,Comedy,
4048,MOVIE,Broken Dreams 926,,,Canada,,2005.0,PG-13,64 min,Drama,
4049,movie,Urban Legends 484,,"Actor 62, Actor 1232",France,2019-03-05,,,,Drama,
4050,Movie,Broken Dreams 1949,Director 1,Actor 1905,,"March 29, 2019",2015.0,TV-14,,Comedy,A gripping comedy story full of twists.
1271,MOVIE,Urban Legends 959,,"Actor 330, Actor 1361",India,,,,10 Season,Drama,
4052,tv show,Secret Files 134,Dir. 12,,Germany,16-10-2021,2002.0,PG-13,204 min,Romance,A gripping romance story full of twists.
4053,tv show,Last Kingdom 1267,,,,,2001.0,PG,86 min,Romance,An emotional journey about life and relationships.
4054,Movie,Lost City 1215,,"Actor 500, Actor 1213",United States,,1987.0,PG,,Drama,An emotional journey about life and relationships.
1526,Movie,Broken Dreams 495,Dir. 226,,Germany,07/18/2019,,PG-13,,Romance,Unexpected events change everything.
4056,movie,Hidden Truth 221,Director 255,,United States,2024-02-04,,R,3 Seasons,Comedy,An emotional journey about life and relationships.
4057,MOVIE,Mystery House 798,Dir. 459,,United States,01/10/2017,1996.0,TV-MA,,Action,An emotional journey about life and relationships.
4058,tv show,Dark Crime 226,Director 377,"Actor 362, Actor 1297",UK,"February 23, 2018",1982.0,PG-13,47 min,Sci-Fi,A gripping sci-fi story full of twists.
475,MOVIE,Lost City 625,,"Actor 197, Actor 904",UK,"July 24, 2018",2003.0,TV-14,183 min,Documentary,Unexpected events change everything.
4060,MOVIE,Lost City 1015,,,Canada,19-11-2016,1997.0,R,,Thriller,
4061,tv show,Love Story 226,Dir. 499,,UK,,,PG-13,64 min,Sci-Fi,Unexpected events change everything.
4062,TV Show,Mystery House 563,Director 194,,United States,2017-07-02,,,,Sci-Fi,Unexpected events change everything.
4063,tv show,Lost City 1089,,"Actor 471, Actor 824",UK,"September 07, 2017",2001.0,R,121 min,Horror,Unexpected events change everything.
4064,tv show,Last Kingdom 1517,Dir. 496,,,2024-01-02,1997.0,TV-MA,87 min,Thriller,An emotional journey about life and relationships.
4065,tv show,Mystery House 187,Director 378,Actor 196,,2016-08-08,1981.0,NR,,Action,
4066,MOVIE,Mystery House 134,Dir. 414,,UK,03/29/2018,,TV-14,,Action,A gripping action story full of twists.
4067,movie,Ocean Secrets 1030,Director 409,"Actor 135, Actor 1263",Germany,"August 20, 2021",,NR,,Documentary,
4068,tv show,Last Kingdom 1562,Director 76,Actor 1879,United States,08/14/2018,,NR,4 Season,Drama,Unexpected events change everything.
4069,MOVIE,Urban Legends 41,Director 182,,UK,2015-09-02,1996.0,,4 Seasons,Thriller,A gripping thriller story full of twists.
4070,movie,Midnight Tales 1851,,,UK,,,TV-14,,Drama,
4071,Movie,Lost City 636,Director 45,,,,,PG,78 min,Horror,
4072,MOVIE,Secret Files 410,Dir. 437,,,2016-04-09,,PG,3 Seasons,Documentary,An emotional journey about life and relationships.
4073,tv show,Silent Voices 1384,,Actor 713,,,2025.0,R,,Thriller,
4074,TV Show,Urban Legends 431,Dir. 174,,,2018-12-20,,PG-13,,Comedy,An emotional journey about life and relationships.
3312,TV Show,Midnight Tales 1646,,,India,,,R,12 Seasons,Romance,
4076,TV Show,Secret Files 1175,,,India,,2007.0,PG-13,1 Season,Action,An emotional journey about life and relationships.
4077,MOVIE,Silent Voices 491,Director 72,"Actor 27, Actor 681",Australia,28-12-2017,2017.0,TV-14,,Comedy,A gripping comedy story full of twists.
4078,movie,Lost City 1046,,,Australia,,2016.0,PG-13,6 Season,Sci-Fi,An emotional journey about life and relationships.
4079,Movie,Dark Crime 1121,,,Australia,04-05-2017,,TV-14,136 min,Drama,A gripping drama story full of twists.
2059,TV Show,Mystery House 234,,Actor 1382,,,,TV-MA,167 min,Comedy,
4081,MOVIE,Midnight Tales 1740,,Actor 1572,India,26-05-2024,2022.0,PG,12 Season,Drama,A gripping drama story full of twists.
4082,tv show,Secret Files 1004,Dir. 374,"Actor 376, Actor 1419",India,,1986.0,PG,6 Seasons,Thriller,A gripping thriller story full of twists.
4083,MOVIE,Midnight Tales 1111,Dir. 33,,,,,TV-MA,,Romance,
4084,tv show,Broken Dreams 283,Dir. 126,"Actor 60, Actor 952",UK,2015-10-28,,PG,77 min,Action,Unexpected events change everything.
4085,TV Show,Mystery House 1965,Dir. 153,,Australia,"March 19, 2016",,TV-14,60 min,Drama,A gripping drama story full of twists.
4086,movie,Urban Legends 1120,Director 379,"Actor 344, Actor 1027",United States,27-04-2021,2012.0,PG-13,9 Season,Drama,
4087,MOVIE,Lost City 1719,,,,12/21/2019,,PG,5 Season,Romance,Unexpected events change everything.
4088,Movie,Mystery House 912,,"Actor 360, Actor 890",,"June 02, 2022",,TV-MA,12 Seasons,Drama,An emotional journey about life and relationships.
4089,MOVIE,Dark Crime 1881,Dir. 367,,India,2018-06-02,,TV-14,,Action,
4090,TV Show,Silent Voices 801,,Actor 1542,,07/13/2015,,TV-MA,2 Season,Comedy,An emotional journey about life and relationships.
4091,tv show,Mystery House 1211,Director 153,,India,,1993.0,NR,4 Season,Thriller,
4092,movie,Dark Crime 98,Dir. 467,Actor 1419,India,,2023.0,TV-14,,Documentary,An emotional journey about life and relationships.
4093,Movie,Hidden Truth 939,,"Actor 423, Actor 1122",Germany,,,,,Horror,A gripping horror story full of twists.
4094,tv show,Dark Crime 553,,"Actor 219, Actor 1403",,"July 16, 2018",,PG,104 min,Action,
4095,TV Show,Mystery House 633,,,India,12/21/2017,,NR,90 min,Comedy,An emotional journey about life and relationships.
4096,movie,Midnight Tales 1691,Director 488,,France,03/04/2022,,R,,Drama,Unexpected events change everything.
4097,movie,Hidden Truth 1340,Dir. 118,"Actor 181, Actor 1073",Australia,"March 22, 2025",,TV-14,11 Seasons,Action,An emotional journey about life and relationships.
4098,Movie,Last Kingdom 1390,,"Actor 184, Actor 928",Canada,"August 26, 2020",2022.0,PG-13,47 min,Action,Unexpected events change everything.
4099,Movie,Love Story 1897,,"Actor 220, Actor 1495",France,11/14/2017,,,6 Seasons,Documentary,Unexpected events change everything.
4100,MOVIE,Silent Voices 669,,,France,,,R,,Sci-Fi,Unexpected events change everything.
4101,Movie,Dark Crime 1544,Director 487,,United States,,,TV-MA,2 Seasons,Documentary,A gripping documentary story full of twists.
4102,TV Show,Secret Files 430,,,,,2020.0,TV-MA,9 Seasons,Horror,
4103,tv show,Midnight Tales 144,Director 70,,Germany,2025-03-18,1990.0,PG-13,81 min,Drama,
4104,tv show,Midnight Tales 730,,,,"November 30, 2018",,TV-14,1 Season,Documentary,A gripping documentary story full of twists.
4105,TV Show,Broken Dreams 4,,,India,2019-12-03,,,8 Seasons,Documentary,
4106,MOVIE,Lost City 1128,,Actor 1386,Australia,,2003.0,TV-MA,,Romance,
4107,Movie,Dark Crime 1951,,"Actor 488, Actor 1184",Australia,,,R,82 min,Romance,
4108,TV Show,Lost City 1741,,,France,2018-05-11,2013.0,NR,,Romance,Unexpected events change everything.
4109,MOVIE,Love Story 1564,Director 5,,United States,,,NR,,Romance,Unexpected events change everything.
4110,tv show,Urban Legends 67,Dir. 132,Actor 227,Germany,,,R,,Comedy,A gripping comedy story full of twists.
4111,Movie,Mystery House 531,Dir. 434,Actor 891,Germany,20-05-2019,,,,Action,An emotional journey about life and relationships.
4112,MOVIE,Last Kingdom 1676,Dir. 101,"Actor 202, Actor 778",,07/07/2024,2005.0,PG,8 Seasons,Romance,An emotional journey about life and relationships.
4113,MOVIE,Lost City 1961,Dir. 1,"Actor 134, Actor 1295",Australia,2024-12-27,1992.0,NR,56 min,Drama,A gripping drama story full of twists.
4114,MOVIE,Love Story 1747,,Actor 1243,,,,PG-13,,Drama,
4115,movie,Broken Dreams 931,Dir. 81,Actor 102,Canada,09/19/2021,2023.0,,8 Season,Action,An emotional journey about life and relationships.
4116,TV Show,Hidden Truth 608,Dir. 367,"Actor 333, Actor 597",Germany,"June 07, 2022",,NR,184 min,Horror,A gripping horror story full of twists.
4117,MOVIE,Hidden Truth 599,,,,,1986.0,NR,,Thriller,A gripping thriller story full of twists.
4118,MOVIE,Lost City 13,,"Actor 305, Actor 1263",France,,,TV-MA,10 Season,Drama,Unexpected events change everything.
4119,Movie,Hidden Truth 1699,,,,01-04-2018,,NR,45 min,Drama,A gripping drama story full of twists.
4120,tv show,Love Story 361,,"Actor 120, Actor 1330",India,2020-02-27,2022.0,TV-MA,144 min,Comedy,An emotional journey about life and relationships.
34,Movie,Ocean Secrets 236,,"Actor 234, Actor 1366",Germany,30-08-2024,,TV-14,,Thriller,A gripping thriller story full of twists.
4122,Movie,Broken Dreams 1801,Dir. 362,Actor 254,Germany,09-02-2025,2011.0,,,Romance,
4123,movie,Love Story 1423,Dir. 355,,,,1998.0,TV-14,61 min,Romance,A gripping romance story full of twists.
4124,MOVIE,Lost City 503,,"Actor 242, Actor 1246",UK,08/31/2022,,NR,,Drama,An emotional journey about life and relationships.
4125,movie,Hidden Truth 1944,Director 178,,India,2024-01-14,1994.0,PG,1 Season,Drama,A gripping drama story full of twists.
4126,tv show,Last Kingdom 1298,,,,,,PG,87 min,Documentary,
4127,tv show,Dark Crime 1122,,"Actor 254, Actor 1379",UK,2020-06-11,,,5 Seasons,Drama,An emotional journey about life and relationships.
4128,Movie,Mystery House 1898,Director 90,"Actor 147, Actor 1271",,"November 14, 2021",2018.0,PG-13,,Documentary,
4129,MOVIE,Lost City 118,Dir. 445,,,2025-08-26,,,,Thriller,A gripping thriller story full of twists.
4130,MOVIE,Lost City 1499,Dir. 206,Actor 18,,,1989.0,PG-13,,Thriller,
4131,TV Show,Hidden Truth 1137,Dir. 300,,United States,,1996.0,TV-14,,Sci-Fi,
4132,Movie,Ocean Secrets 521,,,Australia,01-06-2025,2025.0,TV-14,75 min,Action,An emotional journey about life and relationships.
4133,TV Show,Ocean Secrets 35,,,Australia,,,PG,134 min,Horror,
63,tv show,Ocean Secrets 1382,Director 145,,India,2024-06-24,2013.0,NR,3 Seasons,Action,An emotional journey about life and relationships.
4135,Movie,Ocean Secrets 1423,,Actor 1541,Germany,30-06-2023,,TV-14,67 min,Romance,A gripping romance story full of twists.
4136,TV Show,Silent Voices 84,,"Actor 442, Actor 1185",United States,,,PG,,Documentary,Unexpected events change everything.
4137,tv show,Lost City 1495,,Actor 1531,India,"August 04, 2021",2000.0,R,71 min,Documentary,Unexpected events change everything.
4138,Movie,Silent Voices 1261,Director 289,"Actor 397, Actor 1236",India,2025-06-14,,,79 min,Drama,
4139,TV Show,Lost City 1792,,,Australia,03/09/2019,1988.0,PG,38 min,Comedy,
4140,TV Show,Last Kingdom 1640,,,,,,R,194 min,Romance,
4141,Movie,Midnight Tales 397,Director 475,Actor 90,Germany,03/06/2017,2018.0,PG,193 min,Horror,An emotional journey about life and relationships.
4142,MOVIE,Hidden Truth 1622,,"Actor 309, Actor 645",Germany,,1983.0,,,Action,A gripping action story full of twists.
4143,TV Show,Dark Crime 1372,,,France,"November 29, 2022",,PG,2 Seasons,Drama,
4144,TV Show,Midnight Tales 516,,,,11-05-2022,,R,145 min,Sci-Fi,
4145,Movie,Dark Crime 263,,,United States,,1999.0,TV-14,4 Seasons,Action,
4146,movie,Midnight Tales 1332,Director 428,,India,,,PG-13,,Documentary,An emotional journey about life and relationships.
4147,TV Show,Love Story 1009,Dir. 159,,,09/21/2018,1996.0,PG,65 min,Romance,
4148,movie,Lost City 580,Dir. 160,,Canada,17-11-2022,2010.0,R,12 Season,Sci-Fi,Unexpected events change everything.
4149,movie,Love Story 1784,Director 63,Actor 1966,,"November 07, 2016",,TV-MA,,Thriller,An emotional journey about life and relationships.
4150,TV Show,Last Kingdom 576,Dir. 130,"Actor 132, Actor 1076",India,,,PG,,Romance,A gripping romance story full of twists.
4151,tv show,Mystery House 909,Director 401,,,,,NR,9 Seasons,Sci-Fi,
4152,MOVIE,Midnight Tales 820,,"Actor 3, Actor 669",Australia,2022-06-23,1989.0,TV-14,179 min,Thriller,A gripping thriller story full of twists.
4153,TV Show,Urban Legends 842,Director 390,"Actor 128, Actor 1346",United States,"January 25, 2016",2006.0,PG,5 Season,Sci-Fi,An emotional journey about life and relationships.
4154,movie,Silent Voices 1688,,,,"October 02, 2022",,PG-13,8 Seasons,Action,A gripping action story full of twists.
4155,MOVIE,Urban Legends 410,,"Actor 411, Actor 711",UK,"September 15, 2019",,NR,,Sci-Fi,
4156,MOVIE,Secret Files 629,,"Actor 349, Actor 1388",,,1982.0,,2 Seasons,Drama,Unexpected events change everything.
4157,Movie,Last Kingdom 1232,,Actor 278,UK,,2002.0,R,6 Season,Thriller,A gripping thriller story full of twists.
4158,MOVIE,Urban Legends 1683,,Actor 552,India,,2022.0,NR,6 Seasons,Documentary,An emotional journey about life and relationships.
4159,movie,Silent Voices 1687,,Actor 608,Australia,,1984.0,PG-13,,Documentary,
4160,movie,Secret Files 1219,,"Actor 336, Actor 893",India,,1989.0,TV-14,71 min,Romance,A gripping romance story full of twists.
4161,TV Show,Midnight Tales 1566,Dir. 446,Actor 550,Canada,,,NR,82 min,Thriller,An emotional journey about life and relationships.
4162,Movie,Ocean Secrets 912,Dir. 184,Actor 1462,UK,03/22/2024,,PG,,Horror,A gripping horror story full of twists.
4163,Movie,Hidden Truth 1201,Director 110,Actor 149,United States,,1990.0,TV-14,,Horror,Unexpected events change everything.
4164,tv show,Ocean Secrets 213,,,,03/26/2022,,PG,2 Season,Romance,Unexpected events change everything.
4165,TV Show,Last Kingdom 516,,"Actor 13, Actor 1284",,"September 19, 2019",2020.0,,2 Season,Action,
4166,movie,Secret Files 323,Dir. 30,Actor 1385,,,2018.0,,1 Seasons,Romance,An emotional journey about life and relationships.
4167,TV Show,Hidden Truth 564,Dir. 316,,France,12/25/2019,2024.0,TV-MA,,Documentary,Unexpected events change everything.
4168,MOVIE,Dark Crime 1848,Dir. 456,Actor 417,Australia,05/05/2025,,TV-14,,Thriller,
4169,tv show,Lost City 973,,,Germany,2017-12-09,,PG-13,2 Seasons,Horror,A gripping horror story full of twists.
2541,TV Show,Last Kingdom 1100,Dir. 85,Actor 80,India,,,PG-13,,Drama,A gripping drama story full of twists.
4171,movie,Midnight Tales 757,,,India,07/05/2022,,,,Drama,An emotional journey about life and relationships.
4172,MOVIE,Lost City 880,,,India,"February 19, 2023",2008.0,NR,7 Seasons,Comedy,An emotional journey about life and relationships.
4173,TV Show,Midnight Tales 1118,,,,,2010.0,PG,,Documentary,Unexpected events change everything.
4174,tv show,Mystery House 1702,Director 367,,India,"February 02, 2024",,PG,,Sci-Fi,
4175,tv show,Ocean Secrets 435,,"Actor 73, Actor 1025",Canada,07/24/2021,,TV-MA,70 min,Horror,
4176,movie,Ocean Secrets 134,,,UK,,,TV-14,7 Seasons,Romance,
4177,TV Show,Dark Crime 43,Dir. 476,,India,,,,177 min,Horror,Unexpected events change everything.
4178,movie,Ocean Secrets 1416,Director 80,,Canada,,1993.0,TV-MA,39 min,Romance,
4179,TV Show,Broken Dreams 376,Director 347,Actor 1798,France,,2007.0,,,Sci-Fi,
4180,movie,Mystery House 1620,,"Actor 20, Actor 981",United States,"January 16, 2020",1996.0,PG,3 Seasons,Romance,An emotional journey about life and relationships.
4181,movie,Ocean Secrets 1673,Director 346,,UK,,,PG,77 min,Action,
4182,movie,Midnight Tales 1859,Director 467,,United States,"January 01, 2024",2017.0,,4 Seasons,Romance,A gripping romance story full of twists.
4183,MOVIE,Secret Files 644,Director 450,,France,"June 03, 2023",,,5 Season,Comedy,
4184,TV Show,Silent Voices 1908,Dir. 351,"Actor 151, Actor 1112",UK,,,R,,Sci-Fi,Unexpected events change everything.
4185,tv show,Love Story 1155,Director 49,,United States,"June 11, 2019",,PG-13,6 Season,Drama,
4186,tv show,Mystery House 1918,,,UK,,2018.0,,48 min,Comedy,
4187,MOVIE,Urban Legends 1104,,,Australia,,2003.0,,,Romance,Unexpected events change everything.
4188,Movie,Urban Legends 942,Director 277,Actor 1385,Australia,"October 19, 2022",1985.0,,,Action,Unexpected events change everything.
4189,TV Show,Dark Crime 1404,Dir. 16,,Canada,03-09-2019,,R,8 Season,Comedy,
4190,MOVIE,Midnight Tales 1449,Dir. 174,,Canada,,,PG,10 Season,Sci-Fi,
4191,TV Show,Broken Dreams 810,Director 476,Actor 1744,France,2024-02-20,,TV-MA,187 min,Drama,
4192,MOVIE,Dark Crime 1987,Director 13,,,"September 14, 2022",,NR,150 min,Documentary,An emotional journey about life and relationships.
4193,movie,Midnight Tales 641,Director 227,,India,12/12/2020,1995.0,PG-13,88 min,Sci-Fi,An emotional journey about life and relationships.
4194,TV Show,Urban Legends 700,Director 404,"Actor 287, Actor 743",,,,R,6 Season,Documentary,An emotional journey about life and relationships.
2973,Movie,Lost City 1732,,Actor 1105,,10/05/2022,,,32 min,Romance,
4196,tv show,Mystery House 901,,,,,,R,,Romance,
4197,TV Show,Urban Legends 1765,,Actor 270,,11/07/2015,2019.0,TV-14,118 min,Comedy,An emotional journey about life and relationships.
4198,TV Show,Secret Files 1158,,Actor 242,UK,"November 26, 2019",1994.0,TV-MA,,Romance,
4199,Movie,Urban Legends 1459,,Actor 1689,Australia,,1993.0,R,7 Season,Documentary,
4200,Movie,Secret Files 1133,,,,,,NR,,Thriller,
4201,TV Show,Ocean Secrets 200,Director 242,"Actor 155, Actor 798",Australia,2016-06-19,2005.0,R,45 min,Drama,A gripping drama story full of twists.
4202,tv show,Lost City 1316,Director 421,,Germany,07/18/2017,2001.0,R,62 min,Drama,
4203,MOVIE,Broken Dreams 23,Dir. 225,"Actor 94, Actor 671",UK,,1982.0,PG-13,74 min,Thriller,A gripping thriller story full of twists.
4204,tv show,Broken Dreams 352,Director 39,Actor 1378,Canada,10/09/2022,,TV-MA,4 Season,Documentary,
4205,tv show,Hidden Truth 1350,Dir. 15,Actor 476,,01/02/2026,2010.0,PG,136 min,Comedy,Unexpected events change everything.
320,MOVIE,Dark Crime 1883,,Actor 1283,,2018-01-15,2014.0,NR,3 Seasons,Thriller,An emotional journey about life and relationships.
4207,TV Show,Hidden Truth 1674,,Actor 1076,India,02/23/2016,1995.0,,10 Season,Drama,An emotional journey about life and relationships.
4208,movie,Last Kingdom 857,,,,,2005.0,TV-MA,198 min,Sci-Fi,Unexpected events change everything.
4209,Movie,Broken Dreams 1645,Dir. 401,"Actor 422, Actor 688",United States,2023-07-10,2017.0,PG-13,,Sci-Fi,Unexpected events change everything.
4210,TV Show,Mystery House 188,Director 500,"Actor 259, Actor 592",India,,2023.0,PG,,Documentary,An emotional journey about life and relationships.
4211,MOVIE,Urban Legends 1488,Dir. 387,Actor 886,,17-07-2017,,NR,,Thriller,
4212,tv show,Urban Legends 1978,Director 179,,United States,,,NR,2 Season,Comedy,
4213,tv show,Hidden Truth 1208,,,United States,10/23/2023,1982.0,,40 min,Thriller,An emotional journey about life and relationships.
